machine; formula tape; number steps before formula tape; number macro steps before special case
1RB---_1LC0RC_0LA0LD_1LE1RE_1RD0RB; 0∞1111(1111)00C>0∞; 146; 51
1RB---_1LC0RC_0LD0RD_0LE0RB_1RA0LA; 0∞<A000101(0101)0∞; 192; 66
1RB---_1LC0RC_0LD0LC_0RE0RA_1RD0LA; 0∞01010(1010)A>0∞; 274; 98
1RB---_1LC0RC_0LD0LC_1RE1RA_0RD0RA; 0∞1010(111010)A>0∞; 164; 60
1RB---_1LC0RC_0LD1LA_1RE0LE_0RB0LC; 0∞101010101(01010101)1010B>0∞; 503; 168
1RB---_1LC0RC_0LE0RD_1RA0RB_0LD---; 0∞1010(1010)0B>0∞; 124; 42
1RB---_1LC0RC_0LE0RD_1RA1RC_0LD1LE; 0∞11001(011001)1B>0∞; 199; 70
1RB---_1LC0RC_0LE0RD_1LE1RD_0RA0LB; 0∞010101(0101)B>0∞; 100; 35
1RB---_1LC0RC_0LE0LD_0RB1LA_1RD1LB; 0∞<B101011101(011101011101)0∞; 776; 262
1RB---_1LC0RC_0LE0LD_0RB1LC_1RD0LA; 0∞1(1010)B>0∞; 51; 20
1RB---_1LC0RC_0LE1LD_0RB0LB_1RD0LA; 0∞<B0110101101(01101)0∞; 189; 53
1RB---_1LC0RC_0LE1LD_0RE1LB_0LA1RD; 0∞<A001111(01111)0∞; 129; 45
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA0RB; 0∞<B011(011011)0∞; 112; 38
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA0LC; 0∞<B01(011011)10∞; 88; 30
1RB---_1LC0RC_0LE1LD_0LB1LE_1RA1LC; 0∞<B011(111111)0∞; 108; 30
1RB---_1LC0RC_1RA0LD_1RD0LE_0LD1RA; 0∞11111(111111111)01A>0∞; 574; 181
1RB---_1LC0RC_1RA1LD_1RC0LE_0LD0LC; 0∞11101101(101101101)A>0∞; 277; 95
1RB---_1LC0RC_1RA1LD_1RE0LC_0LC1RD; 0∞<D10101010(10)0∞; 73; 21
1RB---_1LC0RC_1RA1LD_1RE0LC_1LE1RD; 0∞<D10101010(10)0∞; 79; 23
1RB---_1LC0RC_1RD0RD_0LE0RE_1LA1LD; 0∞<A101010(1010)0∞; 80; 27
1RB---_1LC0RC_1RD0LC_0RE0LB_0LB1RA; 0∞1011(01011)B>0∞; 87; 33
1RB---_1LC0RC_1RD0LC_0RE0LC_0LB1RA; 0∞1011(01011)B>0∞; 141; 53
1RB---_1LC0RC_1RD0LC_0RE0LE_0LB1RA; 0∞1011(010111011)B>0∞; 205; 67
1RB---_1LC0RC_1RD0LC_0RE1RB_0LB1RA; 0∞1011(010111011)B>0∞; 201; 65
1RB---_1LC0RC_1RD0LC_0RE1RD_0LB1RA; 0∞1011(010111011)B>0∞; 205; 67
1RB---_1LC0RC_1RD0LD_0RE0LE_0LB1LA; 0∞<A100101010(1010)0∞; 165; 54
1RB---_1LC0RC_1RD0LD_1LB1RE_0LB1RA; 0∞<B10001100011000110(00110)0∞; 383; 96
1RB---_1LC0RC_1RD1LA_0LE0RE_1LA1LD; 0∞<A101010(1010)0∞; 77; 25
1RB---_1LC0RC_1RD1LC_1RA1RE_0RC0LE; 0∞011111011(111011)A>0∞; 152; 49
1RB---_1LC0RC_1RD1LD_0LE0RD_1LA1LB; 0∞<A1011101110(1110)0∞; 158; 35
1RB---_1LC0RC_1RE0LD_0RA0LE_1RB1RA; 0∞01011101011(101011101011)A>0∞; 658; 225
1RB---_1LC0RC_1RE0LD_0RC0LC_1RA1RE; 0∞(0111)A>0∞; 28; 9
1RB---_1LC0RC_1RE0LD_0RE0LE_1RB1RA; 0∞01011101011(101011101011)A>0∞; 658; 225
1RB---_1LC0RC_1RE0LD_0LB0LC_1RA0RB; 0∞<B0000(00)100001(1)0∞; 97; 33
1RB---_1LC0RC_1RE0LD_0LB0LD_1RA0RB; 0∞<B0000(00)100001(1)0∞; 97; 33
1RB---_1LC0RC_1RE0LD_0LE1LB_1RA0RC; 0∞0(01)1101(01)1A>0∞; 82; 26
1RB---_1LC0RC_1RE0LD_1RA1LE_1RB1LD; 0∞111111(11)B>0∞; 77; 27
1RB---_1LC0RC_1RE1LD_0RD0LB_1RB0RA; 0∞10101010101010(1010)A>0∞; 218; 54
1RB---_1LC0RC_1RE1LD_0LC1LA_0RB0RA; 0∞<A11010101(01010101)10∞; 241; 85
1RB---_1LC0RC_1RE1LD_0LC1LA_0RB0LC; 0∞<A1101010(1010)0∞; 143; 51
1RB---_1LC0RC_1LA0RD_1RE0RB_1LE0LD; 0∞<A11111(111)0∞; 87; 29
1RB---_1LC0RC_1LA0LD_1LE0RA_1LC0RD; 0∞<A11101(101)0∞; 66; 26
1RB---_1LC0RC_1LD0RD_0RE0LB_1RA1RB; 0∞01010001(010001)A>0∞; 180; 63
1RB---_1LC0RC_1LD0LC_1RE0LC_0RA1RD; 0∞11101111011110111101(11101)B>0∞; 414; 113
1RB---_1LC0RC_1LD0LD_1RD0RE_0LB1RA; 0∞<C1010(1010)0∞; 102; 37
1RB---_1LC0RC_1LD0LD_1RE1RA_1RC1LE; 0∞11111111(111)B>0∞; 153; 44
1RB---_1LC0RC_1LD1RC_1RE0LE_0LA0RB; 0∞<A001111(1111)0∞; 117; 41
1RB---_1LC0RC_1LD1RC_1LE0LB_1LA1LD; 0∞<A11111111(111)0∞; 93; 32
1RB---_1LC0RC_1LE0RD_1RA0LC_1RC0LB; 0∞101(1101)A>0∞; 64; 21
1RB---_1LC0RC_1LE0LD_1RA0LA_1LE0RB; 0∞<A00101(0101)0∞; 132; 46
1RB---_1LC0RC_1LE1RD_0RA0RB_1RD0LB; 0∞<B0111101111(01111)0∞; 154; 51
1RB---_1LC0RC_1LE1RD_0LB0RB_0LA0LB; 0∞<A011011(11011)0∞; 96; 34
1RB---_1LC0RD_---0LD_1LA0LE_1RA0LC; 0∞<A10(000)10∞; 44; 16
1RB---_1LC0RD_---1LA_1RB0LE_1LD1LB; 0∞<A11(1010)0∞; 57; 23
1RB---_1LC0RD_---1LA_1LE1RD_0LB0RC; 0∞1(1)01011(1)D>0∞; 84; 28
1RB---_1LC0RD_---1LA_1LE1RD_0LB1RB; 0∞1(1)01011(1)D>0∞; 72; 24
1RB---_1LC0RD_0RA1LA_0LC0LE_1LD1LB; 0∞010101(0101)B>0∞; 106; 37
1RB---_1LC0RD_0RA1LD_0LE0LC_1RA1LB; 0∞1101(11011101)B>0∞; 358; 122
1RB---_1LC0RD_0RB1RC_1LD1RE_1RA0LE; 0∞111(11101110111)0011A>0∞; 458; 171
1RB---_1LC0RD_0RC1LD_0LE0RE_1RA0LB; 0∞11111111(1111)B>0∞; 128; 44
1RB---_1LC0RD_0RD1LC_0LD0LE_1RA1LA; 0∞1111111111(11)B>0∞; 175; 37
1RB---_1LC0RD_0RD1LC_1LD0LE_1RA1LA; 0∞111111(11)B>0∞; 79; 25
1RB---_1LC0RD_0RE0LD_0LE1RC_1RA1RB; 0∞10111110101(11110101)(0101)A>0∞; 709; 246
1RB---_1LC0RD_0RE0LD_1RA0LE_0LB1RB; 0∞110101(01010101)101A>0∞; 652; 220
1RB---_1LC0RD_0RE0LD_1RA0LE_0LB1RC; 0∞110101(01010101)101A>0∞; 662; 224
1RB---_1LC0RD_0RE0LD_1RC0LD_0LB1RA; 0∞1011(01011)B>0∞; 141; 53
1RB---_1LC0RD_0LA0LD_1RE0LB_0LB0RC; 0∞<A01001(1001)0∞; 99; 35
1RB---_1LC0RD_0LA0LD_1RE0LE_0LB0RC; 0∞<A010001(10001)0∞; 114; 40
1RB---_1LC0RD_0LA0LD_1LA1RE_1LE0LB; 0∞<A101(101101)0∞; 70; 21
1RB---_1LC0RD_0LA0LD_1LE0RC_1RE1RA; 0∞111111(111)B>0∞; 124; 47
1RB---_1LC0RD_0LA1LD_0RE0LB_1RA1RD; 0∞(0001)A>0∞; 30; 11
1RB---_1LC0RD_0LA1LD_0RE1LE_0LC1LA; 0∞<A111011(011)100∞; 226; 70
1RB---_1LC0RD_0LB0LD_1LA0RE_1LE0RB; 0∞<A101(0101)0∞; 60; 22
1RB---_1LC0RD_0LB1LA_0RE1RE_0RB1RC; 0∞1(1)0100000000(00)B>0∞; 103; 31
1RB---_1LC0RD_0LB1LA_0LE1RE_1RD0RB; 0∞<A11(01111)0∞; 155; 52
1RB---_1LC0RD_0LB1LA_1RE1RE_0RB0LE; 0∞<A11(010)0∞; 45; 17
1RB---_1LC0RD_0LD0LC_0RE1RA_1LA0RB; 0∞(10101)A>0∞; 54; 19
1RB---_1LC0RD_0LD0LC_0RE1LC_1LA1RA; 0∞(1001)A>0∞; 40; 11
1RB---_1LC0RD_0LD0LC_1RE1RA_0RD0LC; 0∞1(01011)B>0∞; 79; 25
1RB---_1LC0RD_0LD0LC_1RE1RA_0RD1RC; 0∞101(0110101101)11B>0∞; 399; 130
1RB---_1LC0RD_0LD0LC_1LA0LE_0RA0RB; 0∞<A1001(1001)0∞; 75; 27
1RB---_1LC0RD_0LD1LA_0LE0RB_0RA1LC; 0∞100(100100)B>0∞; 92; 33
1RB---_1LC0RD_0LD1LA_1RE0LE_0RB0LC; 0∞101010(1010)B>0∞; 103; 34
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0RA; 0∞10010(1010)A>0∞; 82; 28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0RC; 0∞100110(0110)B>0∞; 83; 28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB0LC; 0∞101010(1010)B>0∞; 83; 28
1RB---_1LC0RD_0LD1LA_1RE1LC_0RB1RE; 0∞100110(0110)B>0∞; 71; 24
1RB---_1LC0RD_0LD1LC_0RA1LE_0LE0LB; 0∞0100100(100100)A>0∞; 129; 45
1RB---_1LC0RD_0LD1LC_0RE0LC_1LA1RA; 0∞1010(10101010)01A>0∞; 270; 94
1RB---_1LC0RD_0LD1LC_0RE1LC_1RB1RA; 0∞01001(1001)A>0∞; 132; 48
1RB---_1LC0RD_0LD1LC_1RA0RE_0LC0RC; 0∞<C111(0111)110∞; 101; 35
1RB---_1LC0RD_0LD1LC_1RA0LE_0RC1LB; 0∞111111(1111111111)01A>0∞; 454; 156
1RB---_1LC0RD_0LD1LC_1RA0LE_1RA1LB; 0∞111111(1111111111)01A>0∞; 350; 122
1RB---_1LC0RD_0LD1LC_1RE0LC_0RB1RA; 0∞(110010011)A>0∞; 166; 45
1RB---_1LC0RD_0LD1LC_1LA1RE_0LC0RA; 0∞<A1011(01011)0∞; 63; 23
1RB---_1LC0RD_0LE0RD_0RB1RD_0LA0LB; 0∞<A0010011001(001001)0∞; 233; 76
1RB---_1LC0RD_0LE0RD_0RB1RD_0LD1LA; 0∞10(10)001000(00)B>0∞; 125; 44
1RB---_1LC0RD_0LE0RD_1RE0LB_0RA0LA; 0∞01010(1010)A>0∞; 75; 27
1RB---_1LC0RD_0LE0RD_1RE1RC_0RA0LB; 0∞01010(1010)A>0∞; 75; 27
1RB---_1LC0RD_0LE0LD_1RA0LC_1RB0RD; 0∞1101(01101)A>0∞; 105; 37
1RB---_1LC0RD_0LE1RB_0RB1RD_0LD0LA; 0∞10(10)0010(00)B>0∞; 97; 36
1RB---_1LC0RD_0LE1RB_0RB1RD_0LD1LA; 0∞10(10)0010(00)B>0∞; 87; 32
1RB---_1LC0RD_0LE1LA_0RB1LA_1LB1LC; 0∞<A11(01101)0∞; 73; 27
1RB---_1LC0RD_0LE1LA_1LD1LC_1RE0RB; 0∞111111(11)0B>0∞; 135; 43
1RB---_1LC0RD_0LE1LD_0RB1RD_0LD1LA; 0∞(10)0010(00)B>0∞; 75; 32
1RB---_1LC0RD_0LE1LD_0RD0LC_1RE1RA; 0∞1111(111111)A>0∞; 134; 50
1RB---_1LC0RD_0LE1LD_1LA0RE_0RA0LB; 0∞<A111(010010)0∞; 104; 40
1RB---_1LC0RD_1RA0LD_0LE1RB_1RC0LE; 0∞111011110101010101(010101010101)11A>0∞; 848; 284
1RB---_1LC0RD_1RA0LD_1LA0LE_1RC1LD; 0∞<A1(1010)010∞; 48; 18
1RB---_1LC0RD_1RA1LD_1RE0LC_0RC0LE; 0∞(11111111)0110101A>0∞; 263; 107
1RB---_1LC0RD_1RB0LD_1LC1RE_0RC---; 0∞1(10101)B>0∞; 39; 13
1RB---_1LC0RD_1RB1LA_0RC0LE_1LE0LB; 0∞<B010(010010)0∞; 156; 58
1RB---_1LC0RD_1RC0LD_1LC0LE_1RE0RA; 0∞(11110)A>0∞; 40; 13
1RB---_1LC0RD_1RD0LB_0LA1RE_0RD1RA; 0∞<B01(1011)0∞; 63; 24
1RB---_1LC0RD_1RD0LB_0LC1RE_0RB0RA; 0∞<B000000(0000)10000∞; 421; 138
1RB---_1LC0RD_1RD0LC_1LE0RA_0RE0LB; 0∞10100(100)A>0∞; 68; 26
1RB---_1LC0RD_1RD0LD_1RA0LE_0LB0RA; 0∞110101(01010101)101A>0∞; 662; 224
1RB---_1LC0RD_1RD0LD_1LA0RE_1LE1LC; 0∞<A101(111)0∞; 42; 14
1RB---_1LC0RD_1RD1RB_1LE1RA_0LE0LB; 0∞<B0010010(010)10∞; 105; 34
1RB---_1LC0RD_1RD1RB_1LE1RC_0LB---; 0∞<B0111111(111)0∞; 125; 40
1RB---_1LC0RD_1RD1RC_1LE0RA_1LC0LE; 0∞<C100010001000100(0100)10∞; 258; 72
1RB---_1LC0RD_1RD1LC_1RA0RE_0LC0LE; 0∞1(111)B>0∞; 37; 15
1RB---_1LC0RD_1RD1LC_1RA1RE_0RC0LE; 0∞011101011(101011)A>0∞; 194; 63
1RB---_1LC0RD_1RE0LD_1RA0LE_0LB1RC; 0∞110101(01010101)101A>0∞; 642; 216
1RB---_1LC0RD_1RE0LD_1RA0LE_0LB1RD; 0∞111010101(01010101)101A>0∞; 893; 300
1RB---_1LC0RD_1RE0LD_1LC0LD_0RA1RC; 0∞11101111011110111101(11101)B>0∞; 414; 113
1RB---_1LC0RD_1RE1LA_0RA0LE_1LE0LB; 0∞00100(100)A>0∞; 78; 28
1RB---_1LC0RD_1LA0LB_1RE0RB_1LE0LC; 0∞<A11000(00)1000∞; 137; 46
1RB---_1LC0RD_1LA0LB_1RE0LD_0RA0LD; 0∞<A1101(011011011011011)0∞; 695; 201
1RB---_1LC0RD_1LA0LD_1RE0LE_1RB1LC; 0∞111101111011(11011)B>0∞; 161; 51
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LA; 0∞00001001(001)B>0∞; 136; 49
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LC; 0∞<A11101(101101)0∞; 100; 39
1RB---_1LC0RD_1LA0LD_1LB0RE_1RB1LE; 0∞00001001(001)B>0∞; 136; 49
1RB---_1LC0RD_1LA0LD_1LB1RE_1LE0RC; 0∞<A111011011011011(011011)0∞; 234; 70
1RB---_1LC0RD_1LA0LD_1LC0LE_1RE0RA; 0∞<A1101(01101)0∞; 63; 23
1RB---_1LC0RD_1LA0LD_1LE0RE_1RD0LB; 0∞<A11010101(01010101)0∞; 209; 78
1RB---_1LC0RD_1LA1LC_1RB0LE_1RE1RD; 0∞<A111(1111)0∞; 44; 16
1RB---_1LC0RD_1LA1LC_1LE0RC_0LE0LB; 0∞<A1111(1)001(1)0∞; 76; 26
1RB---_1LC0RD_1LD0LB_1LA0RE_0LE1RB; 0∞<A11101010(10)00(0)0∞; 195; 65
1RB---_1LC0RD_1LD0LC_0RE1LE_0LB1LA; 0∞<B011101110(1110)0∞; 232; 65
1RB---_1LC0RD_1LD0LC_1LE0RB_1LA0LB; 0∞<A11101(01110111)0∞; 166; 60
1RB---_1LC0RD_1LD0LD_1RE0LC_0RB0RA; 0∞10101010110010(1010)B>0∞; 164; 50
1RB---_1LC0RD_1LD1LA_0LE0RB_0RA0LC; 0∞<A1001001001(001)10∞; 193; 53
1RB---_1LC0RD_1LD1LC_0RB0LE_1RA0LA; 0∞01100(1111)B>0∞; 99; 36
1RB---_1LC0RD_1LD1LC_0RB0LE_1RA1LA; 0∞0111111111111(11)B>0∞; 210; 45
1RB---_1LC0RD_1LE0RB_1RC0LA_1LD0LB; 0∞0100010010(010)B>0∞; 209; 67
1RB---_1LC0RD_1LE0RB_1RC1RD_0LA0LC; 0∞0011001111(11)C>0∞; 102; 22
1RB---_1LC0RD_1LE0RB_1RC1LA_0LA0LB; 0∞<A01101(101101)0∞; 100; 37
1RB---_1LC0RD_1LE0RB_1RC1LA_1LA0LB; 0∞<A11101(101101101101101)0∞; 478; 156
1RB---_1LC0RD_1LE0RB_1RC1LA_1LD0LB; 0∞<A111101101(101101101101)0∞; 531; 187
1RB---_1LC0RD_1LE0RB_1RC1LD_1LA0LB; 0∞<A11101(101101)0∞; 100; 37
1RB---_1LC0RD_1LE0RD_1RC0LD_1LA0LB; 0∞<A11101(0101)0∞; 98; 38
1RB---_1LC0RD_1LE0LD_0RB1RB_1LA0LA; 0∞<A1111(1111)0∞; 63; 23
1RB---_1LC0RD_1LE0LD_0LB1RE_0RD1RA; 0∞<B0010010010(010010)0∞; 175; 59
1RB---_1LC0RD_1LE0LD_1RA0RB_1LB1LA; 0∞<A111111111111(111111111111)0∞; 579; 203
1RB---_1LC0RD_1LE0LD_1RA0LC_0LD0RE; 0∞1101(01101)A>0∞; 117; 41
1RB---_1LC0RD_1LE0LD_1LA0RB_1LB1LA; 0∞<A101(111111)0∞; 110; 41
1RB---_1LC0RD_1LE0LD_1LB0RE_1RB1LA; 0∞00001001(001)B>0∞; 136; 49
1RB---_1LC0RD_1LE0LD_1LB1RC_1LA0RE; 0∞<A1111011011011(011011)0∞; 353; 120
1RB---_1LC0RD_1LE1RB_1RC0RB_1LB0LA; 0∞<A011111(111111)0∞; 151; 55
1RB---_1LC0RD_1LE1LA_0RC1LC_1RE0LC; 0∞<A1(0101)10∞; 83; 32
1RB---_1LC0RD_1LE1LA_1RE1LA_0RB0LC; 0∞<A1(0101)10∞; 41; 15
1RB---_1LC0RE_0RA0LD_0LE0LE_1LA0LC; 0∞<A100(000)10∞; 53; 20
1RB---_1LC0RE_0RA0LD_0LE1RA_1RC0LC; 0∞10101(10101011010101)0A>0∞; 634; 208
1RB---_1LC0RE_0RA1LD_0LC0RA_1RD0RE; 0∞0101010101(01010101)B>0∞; 292; 103
1RB---_1LC0RE_0RA1LD_0LC0LE_0LC1LA; 0∞01(011101011101)101B>0∞; 533; 164
1RB---_1LC0RE_0RB0LD_0LB1LD_1LA0RA; 0∞01100(10011100)A>0∞; 170; 62
1RB---_1LC0RE_0RB0LD_0LE0LB_1RA1LA; 0∞0001101101(101)A>0∞; 86; 25
1RB---_1LC0RE_0RC0LD_1RA1LE_0LA0LC; 0∞<A01011(1011)0∞; 129; 45
1RB---_1LC0RE_0RC1LD_0LE0LD_1RA0RB; 0∞11(11)0011000(0000)1A>0∞; 277; 98
1RB---_1LC0RE_0RD0LB_0RA1RA_0LA1RC; 0∞0110101(1010110101)A>0∞; 403; 141
1RB---_1LC0RE_0RD0LB_0RE1RA_0LA1RC; 0∞0110101(1010110101)A>0∞; 489; 172
1RB---_1LC0RE_0RD0LB_0LB1RA_0LA1RC; 0∞01101011(01011)B>0∞; 200; 65
1RB---_1LC0RE_0RD0LB_0LB1RA_1LD1RC; 0∞01101011(01011)B>0∞; 170; 57
1RB---_1LC0RE_0RD0LB_1RA0LC_0LA1RC; 0∞0110101(10101)A>0∞; 141; 36
1RB---_1LC0RE_0RD0LB_1RA0LE_1RD0LA; 0∞111011(1011)A>0∞; 124; 48
1RB---_1LC0RE_0RD0LB_1RB1RA_0LA1RC; 0∞0110101(1010110101)A>0∞; 485; 170
1RB---_1LC0RE_0RD0LB_1RB1RA_0LD1RC; 0∞0110101(1010110101)A>0∞; 485; 170
1RB---_1LC0RE_0RD0LC_1LB1RD_0RA0LE; 0∞01111010101010101010101010101(010101)111101B>0∞; 1393; 304
1RB---_1LC0RE_0RD0LC_1LB1RD_0RA1RB; 0∞01111010101010101010101010101(010101)111101B>0∞; 1141; 244
1RB---_1LC0RE_0RD0LC_1LB1RD_1RA1RB; 0∞01111010101010101010101(0101010101)A>0∞; 945; 294
1RB---_1LC0RE_0RD0LD_0RB0LE_1RA1LD; 0∞11(11)01100(0)1A>0∞; 98; 31
1RB---_1LC0RE_0RD0LD_0LB1RA_1LD1RC; 0∞01101011(011)B>0∞; 124; 38
1RB---_1LC0RE_0RD1LD_1LA0LB_0RB1RE; 0∞<A1110000110110(110110)0∞; 328; 110
1RB---_1LC0RE_0RE0LD_0LB0RD_0LA1RA; 0∞<B00101101(101)0∞; 222; 72
1RB---_1LC0RE_0RE0LD_0LB1LC_0LA1RA; 0∞<B00101101(101)0∞; 184; 60
1RB---_1LC0RE_0RE0LD_0LE0LD_1RC1RA; 0∞1(01011)B>0∞; 79; 25
1RB---_1LC0RE_0RE0LD_1RA0LB_0LD1RD; 0∞0111011(10111011)B>0∞; 396; 143
1RB---_1LC0RE_0RE1LD_1RE0LB_0RA0LD; 0∞001(001001)10A>0∞; 202; 73
1RB---_1LC0RE_0LA0LD_1RA0LB_0RB1RB; 0∞11010101010101010101(0101)B>0∞; 527; 133
1RB---_1LC0RE_0LA0LD_1LE0LE_0RB1LA; 0∞000100100(100)B>0∞; 137; 40
1RB---_1LC0RE_0LA0LD_1LE1LC_0RB1LA; 0∞000100100(100)B>0∞; 125; 36
1RB---_1LC0RE_0LA1LD_0RB0LB_1RB1RE; 0∞00111011(011011)B>0∞; 179; 66
1RB---_1LC0RE_0LA1LD_1LA0LB_0RB1RB; 0∞<A111(0111)0∞; 42; 16
1RB---_1LC0RE_0LA1LD_1LA0LB_1LD0RB; 0∞<A111(0111)0∞; 54; 20
1RB---_1LC0RE_0LB0LD_1RD0RB_1LB1RA; 0∞11001(101)A>0∞; 65; 22
1RB---_1LC0RE_0LD0RD_0LE1LA_0RB1RE; 0∞10(10)0010(00)B>0∞; 89; 32
1RB---_1LC0RE_0LD0LB_0RA0RB_0RC1RD; 0∞01010(1010)A>0∞; 114; 40
1RB---_1LC0RE_0LD0LB_1RA0LE_1RD0RA; 0∞11001(0111001)B>0∞; 256; 92
1RB---_1LC0RE_0LD0LB_1RA1RB_1LB1RD; 0∞11011011011011(011)B>0∞; 197; 53
1RB---_1LC0RE_0LD0LB_1RD0RA_0LC0RC; 0∞<D0101(11)0∞; 117; 37
1RB---_1LC0RE_0LD0LB_1RD0RA_1LE0RC; 0∞<D0101(11)0∞; 99; 31
1RB---_1LC0RE_0LD0LC_0RE0RA_1RD0LA; 0∞01010(1010)A>0∞; 246; 86
1RB---_1LC0RE_0LD0LC_0RE0LE_1LA1RA; 0∞<C00(0)1001(1)0∞; 75; 26
1RB---_1LC0RE_0LD0LC_0LE0RC_1LA1RA; 0∞<A1000000(000)1001(1)0∞; 132; 44
1RB---_1LC0RE_0LD0LC_0LE0LE_1LA1RA; 0∞<A1000000(000)1001(1)0∞; 126; 42
1RB---_1LC0RE_0LD0LC_0LE1RA_1RD1LA; 0∞<A1000000(000)1001(1)0∞; 158; 52
1RB---_1LC0RE_0LD0LC_1RC0LE_1LA1RA; 0∞<A1000000(000)1001(1)0∞; 134; 44
1RB---_1LC0RE_0LD0LC_1LA0LE_1LA1RA; 0∞<A10000(00)1001(1)0∞; 98; 33
1RB---_1LC0RE_0LD0LC_1LA1RB_0RD1RA; 0∞<A1001(01001)0∞; 63; 23
1RB---_1LC0RE_0LD0LC_1LA1LB_1LA1RB; 0∞<A10(00)1100101(1)0∞; 93; 31
1RB---_1LC0RE_0LD1RC_0LE1LD_1RA0RC; 0∞<D111000(111)0011100∞; 178; 45
1RB---_1LC0RE_0LD1RC_0LE1LD_1RA0LE; 0∞<D111000(111)0011100∞; 128; 33
1RB---_1LC0RE_0LD1LB_0RA0LD_0RA1LA; 0∞011100(11100)A>0∞; 99; 35
1RB---_1LC0RE_0LD1LB_0LE0LD_1LA0RB; 0∞<A10000000(00)101(1)0∞; 130; 41
1RB---_1LC0RE_0LD1LB_1RA1RB_1RD0LB; 0∞11011011011(011011011011)A>0∞; 596; 204
1RB---_1LC0RE_0LD1LB_1RA1LB_0RA0LE; 0∞11010(10101010101010)0A>0∞; 681; 220
1RB---_1LC0RE_0LD1LB_1RA1LB_0RA1RB; 0∞11010(10101010101010)0A>0∞; 467; 156
1RB---_1LC0RE_0LD1LC_0RA0LD_1RD1RE; 0∞01011(110101111010111101011)0A>0∞; 1364; 429
1RB---_1LC0RE_0LD1LC_1RA0LD_1RD0LD; 0∞11110111111111111111(1111)B>0∞; 293; 71
1RB---_1LC0RE_0LD1LC_1RA0LE_1RD0LD; 0∞11110111111111111111(1111)B>0∞; 293; 71
1RB---_1LC0RE_0LE0RD_0RC1LB_1RA0LD; 0∞111111(1111111111)01A>0∞; 640; 214
1RB---_1LC0RE_0LE0RD_1RA1LB_1RA0LD; 0∞111111(1111111111)01A>0∞; 536; 180
1RB---_1LC0RE_0LE0LD_0RB0LB_0RA0LA; 0∞0100100(100100)A>0∞; 165; 57
1RB---_1LC0RE_0LE0LD_0RB0LE_1RA1LD; 0∞11(11)011000(0)1A>0∞; 124; 39
1RB---_1LC0RE_0LE0LD_0LB0LE_1RA0RB; 0∞1100(11)001100000(0000)1A>0∞; 387; 126
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA0RE; 0∞11011001100110011001(100110011001)A>0∞; 572; 199
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA0LE; 0∞<B0011111111111111(111111)0∞; 827; 277
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA1RD; 0∞11011001100110011001(100110011001)A>0∞; 676; 235
1RB---_1LC0RE_0LE0LD_0LC1LB_1RE0RA; 0∞11110(10111110)A>0∞; 190; 68
1RB---_1LC0RE_0LE0LD_1LB0LE_1RA0RB; 0∞1100(11)0011000(0000)1A>0∞; 309; 102
1RB---_1LC0RE_0LE1RD_0RB0LD_1RD0LA; 0∞<A001001(001001)0∞; 147; 51
1RB---_1LC0RE_0LE1LD_0RE1LB_0LA1RD; 0∞<A001111(01111)0∞; 105; 37
1RB---_1LC0RE_0LE1LD_0LB0RB_1LA0RA; 0∞<A101011(011011)0∞; 111; 44
1RB---_1LC0RE_0LE1LD_0LB0RD_1LA0RA; 0∞<A101011(011)0∞; 63; 27
1RB---_1LC0RE_0LE1LD_0LE0LD_1RA0RB; 0∞11(11)0011000(0000)1A>0∞; 233; 82
1RB---_1LC0RE_0LE1LD_1RE0LC_1RA0RB; 0∞1100(11)00110(0000)1A>0∞; 195; 66
1RB---_1LC0RE_1RA1LD_0LC0LB_1RB1LA; 0∞11101(01101)B>0∞; 107; 40
1RB---_1LC0RE_1RA1LD_0LC0LB_1RB1LE; 0∞11101(01101)B>0∞; 107; 40
1RB---_1LC0RE_1RA1LD_1RC0LC_1LA0LD; 0∞(1111)A>0∞; 36; 14
1RB---_1LC0RE_1RB0LD_0RB0LA_1RC0RB; 0∞<A0010101(010101)0∞; 144; 50
1RB---_1LC0RE_1RB0LD_0RB0LC_0RC1RA; 0∞1(11)011010101(01010101)A>0∞; 369; 128
1RB---_1LC0RE_1RB0LD_0RB0LE_1RA1LD; 0∞0(11)011000(0)1A>0∞; 120; 39
1RB---_1LC0RE_1RB0LD_0RB1LC_0LA1RA; 0∞(101)A>0∞; 28; 9
1RB---_1LC0RE_1RB0LD_0RB1LC_0LC1RA; 0∞(101)A>0∞; 28; 9
1RB---_1LC0RE_1RB0LD_0RB1LC_0LE1RA; 0∞(101)A>0∞; 30; 9
1RB---_1LC0RE_1RB0LD_0LB0RB_0LA0RA; 0∞(100100)A>0∞; 82; 29
1RB---_1LC0RE_1RB0LD_0LB0RB_0LC0RA; 0∞(100100)A>0∞; 82; 29
