machine; formula tape; number steps before formula tape; number macro steps before special case
1RB1LE_0LC1RD_1LD1LA_1RB0RC_---0LC; 0∞<A10(110110)0∞; 85; 29
1RB1LE_0LC1RD_1LD1LA_1LA0RC_---1LC; 0∞<A11111(111111)0∞; 130; 46
1RB1LE_0LC1RD_1LD1LA_1LA1RB_---1LC; 0∞<A11111(111111)0∞; 98; 36
1RB1LE_0LC1RE_---0RD_0RE0LE_1LA1RC; 0∞<A1110(0110)0∞; 89; 30
1RB1LE_0LC1RE_---1LD_1LA1LB_0LD0RA; 0∞<A110(101110)0∞; 140; 46
1RB1LE_0LC1LA_1LA0RD_1RC1LB_1LD---; 0∞<A101111(01111)0∞; 144; 49
1RB1LE_0LC1LC_1LA0RD_1LB1RC_1RD---; 0∞<A101(1111)0∞; 86; 32
1RB1LE_1RC---_0RD0RA_1RE0LB_1LA1LC; 0∞<C11111(111)0∞; 77; 29
1RB1LE_1RC---_0RD0LE_1LD1RA_0RE0LA; 0∞11(0111)C>0∞; 86; 34
1RB1LE_1RC---_0RD1LA_0LE0RD_0LA0LC; 0∞<A001(1101)000∞; 74; 26
1RB1LE_1RC---_0RD1LA_1RE0LB_1LA1LC; 0∞<C11111(111)0∞; 71; 27
1RB1LE_1RC---_0LD0RA_0LE1LD_0RE0LA; 0∞<D110011(11)00∞; 95; 32
1RB1LE_1RC---_0LD0RD_0RA0LA_1LB1LD; 0∞<B1110(110)000∞; 86; 30
1RB1LE_1RC---_1RD---_1LA0RE_1LC0LA; 0∞<C1101(0101)10∞; 60; 22
1RB1LE_1RC---_1RD0RA_1RE0LD_0LA0RD; 0∞<A0100(100)000∞; 96; 34
1RB1LE_1RC---_1RD0RB_0LA0LC_1LD0LE; 0∞<A010010(1010)0∞; 65; 23
1RB1LE_1RC---_1RD0RE_1LA0LB_0RD0LA; 0∞<A0111(0101)10∞; 84; 28
1RB1LE_1RC---_1RD0LA_1LA0RA_0RC1LC; 0∞<C110110110(110)0∞; 222; 74
1RB1LE_1RC---_1RD0LA_1LE0RA_1RD0LC; 0∞<A00110(00110)0∞; 120; 42
1RB1LE_1RC---_1RD0LD_1LA1RB_1RC0RC; 0∞1(1111)B>0∞; 49; 19
1RB1LE_1RC---_1RD0LD_1LA1RE_1RC0RC; 0∞11(1111)C>0∞; 50; 19
1RB1LE_1RC---_1RD0LE_0LA0RC_1LD0RA; 0∞<A01010(1010)0∞; 78; 28
1RB1LE_1RC---_1RD0LE_0LA1LD_0LD0RA; 0∞<A01010(1010)0∞; 66; 24
1RB1LE_1RC---_1RD0LE_0LE0RA_1LB0LA; 0∞<A010(1000)00∞; 75; 30
1RB1LE_1RC---_1RD0LE_1LE0RA_0RD0LA; 0∞001110(1110)A>0∞; 90; 32
1RB1LE_1RC---_1RD0LE_1LE0RB_0RD0LA; 0∞001110(1110)B>0∞; 170; 62
1RB1LE_1RC---_1RD1LC_0LA1RE_0RA0LE; 0∞011110(11110)A>0∞; 156; 54
1RB1LE_1RC---_1LD0RB_1RE0LE_0LA0RD; 0∞<A00010(1010)010∞; 124; 44
1RB1LE_1RC---_1LD0RC_0RE0LA_0LB0RD; 0∞<A01101(1101)0∞; 87; 31
1RB1LE_1RC---_1LD0RC_0LB0LA_1RA1LC; 0∞<A0111101110111011(10111011)0∞; 498; 172
1RB1LE_1RC---_1LD0RC_0LB0LA_1LC0RA; 0∞<A0111101110111011(10111011)0∞; 480; 166
1RB1LE_1RC---_1LD0RC_0LB0LA_1LC1LC; 0∞<A0111101110111011(10111011)0∞; 462; 160
1RB1LE_1RC---_1LD0RD_0RC0LA_0LB1RC; 0∞<A01101(1011)0∞; 121; 45
1RB1LE_1RC---_1LD0RE_0RD0LA_0LB0LD; 0∞<A01101(1101)0∞; 93; 33
1RB1LE_1RC---_1LD0RE_0LA0LC_1RA0RD; 0∞<A010(0010)0∞; 87; 31
1RB1LE_1RC---_1LD0RE_1RB1LA_1LB0LD; 0∞<B111(011)10∞; 48; 18
1RB1LE_1RC---_1LD0LB_1RE0LA_0LC0RD; 0∞<C010101010(1010)0∞; 99; 33
1RB1LE_1RC---_1LD0LC_1RE0LC_1RA0RD; 0∞<C0101010(1010)00010∞; 167; 60
1RB1LE_1RC---_1LD0LD_1LA0RE_0LA1LD; 0∞<A0111(111)0∞; 84; 30
1RB1LE_1RC---_1LD1RE_---0LA_1RC0RD; 0∞11(111)C>0∞; 44; 10
1RB1LE_1RC0RA_0RD1LA_1LE---_1RE0LC; 0∞<A101(010101)100∞; 146; 52
1RB1LE_1RC0RA_0LD---_1RA1LE_0LB1LC; 0∞10101(00101)B>0∞; 143; 52
1RB1LE_1RC0RA_0LD---_1LA1LE_0LB1LC; 0∞<A10110(10110)0∞; 69; 25
1RB1LE_1RC0RA_0LD---_1LE1LD_1RE0LB; 0∞01010101(0101)B>0∞; 130; 40
1RB1LE_1RC0RA_0LD0RA_0LA1LD_0LB---; 0∞<A0110(10110)0∞; 116; 43
1RB1LE_1RC0RA_0LD0LA_1RA1LC_---0RD; 0∞<A01010(1010)00∞; 189; 67
1RB1LE_1RC0RA_0LD0LA_1RA1LC_---0LD; 0∞<A01010(1010)00∞; 159; 57
1RB1LE_1RC0RA_0LD0LB_0LA1LD_0LB---; 0∞<A0110(10110)0∞; 112; 41
1RB1LE_1RC0RA_0LD1LC_1LA1LB_0LB---; 0∞<A1011101011011101010101010101010101010(1010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010)0∞; 47839; 14506
1RB1LE_1RC0RA_1RD---_1LA0LD_0RD0LE; 0∞<A101010(101010)0∞; 183; 63
1RB1LE_1RC0RA_1RD1LA_0LA0LB_---0LD; 0∞<A00100110(10101010)0∞; 271; 94
1RB1LE_1RC0RA_1RD1LA_1LB---_1RE0LC; 0∞<A101(010101)100∞; 158; 56
1RB1LE_1RC0RA_1RD1LD_0LA0LB_---0LD; 0∞<A0010(010)10(10)0∞; 97; 38
1RB1LE_1RC0RA_1LC1LD_---0LA_1RB0LD; 0∞1011(1011)0A>0∞; 99; 35
1RB1LE_1RC0RA_1LC1LD_0RB1LA_0LD---; 0∞<A1011(011011)0∞; 104; 37
1RB1LE_1RC0RA_1LC1LD_1LB1LA_0LD---; 0∞<A1011(011011011011)0∞; 282; 92
1RB1LE_1RC0RA_1LD---_1LA0RE_0LB0LC; 0∞<A110(1110)00∞; 80; 27
1RB1LE_1RC0RA_1LD---_1LA0LA_0LD0LE; 0∞<A000101(0101)1010∞; 112; 38
1RB1LE_1RC0RA_1LD0RA_0LA1LD_0LB---; 0∞<A0111(011101110111)0∞; 274; 84
1RB1LE_1RC0RA_1LD0LB_0LA1LD_0LB---; 0∞<A0111(011101110111)0∞; 266; 80
1RB1LE_1RC0RA_1LD1RB_0LA1LD_0LB---; 0∞<A0111(011101110111)0∞; 362; 103
1RB1LE_1RC0RA_1LD1LA_0RB1LC_0LC---; 0∞1101(101101101)0A>0∞; 297; 106
1RB1LE_1RC0RA_1LD1LA_0RC1LC_0LC---; 0∞1101(101101)0A>0∞; 139; 49
1RB1LE_1RC0RA_1LD1LA_0RC1LD_0LC---; 0∞1101(101101)0A>0∞; 145; 51
1RB1LE_1RC0RA_1LD1LA_1RB1LC_0LC---; 0∞1101(101101)0A>0∞; 135; 47
1RB1LE_1RC0RA_1LD1LA_1RB1LD_0LC---; 0∞1101(101101)0A>0∞; 135; 47
1RB1LE_1RC0RA_1LD1LA_1RD1LC_0LC---; 0∞<A1011(011011011011)0∞; 282; 92
1RB1LE_1RC0RA_1LD1LA_1LA1LC_0LC---; 0∞<A1011(011011011011)0∞; 278; 90
1RB1LE_1RC0RB_0LD0RD_0LA1LD_---0LB; 0∞<A0101010(101111010111101011110)0∞; 2785; 810
1RB1LE_1RC0RB_0LD0RE_0RA1LD_0LD---; 0∞0101010101(01010101)B>0∞; 478; 165
1RB1LE_1RC0RB_0LD1LA_0RA1LC_0RC---; 0∞<C101010(101010)0∞; 250; 88
1RB1LE_1RC0RB_0LD1LA_0RA1LC_1RB---; 0∞<C101010(101010)0∞; 218; 78
1RB1LE_1RC0RB_0LD1LA_0RE1LC_0RC---; 0∞<C101010(101010)0∞; 264; 94
1RB1LE_1RC0RB_0LD1LA_0RE1LC_1RB---; 0∞<C101010(101010)0∞; 218; 78
1RB1LE_1RC0RB_1RD1RE_0LE---_1LB0LA; 0∞<A01010100(100)00∞; 215; 67
1RB1LE_1RC0RB_1RD1RE_1LE---_1LB0LA; 0∞<A010101001001(001001001)0∞; 376; 127
1RB1LE_1RC0RB_1LD0RA_---0LA_1RE1LD; 0∞<A01011010101(01010101)0∞; 260; 88
1RB1LE_1RC0RB_1LD0RB_1LA0LD_0LB---; 0∞010010(01)101000010(0010)B>0∞; 277; 86
1RB1LE_1RC0RB_1LD0RD_1LA0RA_0LD---; 0∞<A101101(101101)0∞; 126; 46
1RB1LE_1RC0RB_1LD0LE_---1LB_0LC1LA; 0∞<A101011(11)01(1)0∞; 160; 51
1RB1LE_1RC0RB_1LD1RA_0RD1LC_---0LA; 0∞<A0101(111)0∞; 56; 17
1RB1LE_1RC0RB_1LD1RA_0LB1LC_---0LA; 0∞<A0101(111)0∞; 52; 17
1RB1LE_1RC0RB_1LD1RA_1LD1LC_---0LA; 0∞<A0101(111)0∞; 50; 17
1RB1LE_1RC0RB_1LD1LC_1LA0LC_0RD---; 0∞<A11101(01)(111)0∞; 105; 39
1RB1LE_1RC0RB_1LD1LC_1LA0LD_1RB---; 0∞<A1001(111111)0∞; 140; 54
1RB1LE_1RC0RC_0LD0LA_1RA1LC_---0RD; 0∞11111111(1111)B>0∞; 132; 40
1RB1LE_1RC0RC_0LD0LA_1RA1LC_---0LD; 0∞11111111(1111)B>0∞; 118; 36
1RB1LE_1RC0RC_0LD1LA_1RA0LC_---0LC; 0∞<A10(110110)00∞; 133; 48
1RB1LE_1RC0RC_0LD1LA_1RA1LC_---0RD; 0∞1111(1111)B>0∞; 81; 28
1RB1LE_1RC0RC_0LD1LA_1RA1LC_---0LD; 0∞1111(1111)B>0∞; 75; 26
1RB1LE_1RC0RC_1RD0RA_0LA---_0LA1LA; 0∞<A01110(110110)0∞; 110; 41
1RB1LE_1RC0RC_1RD0LB_1LE0RE_---1LA; 0∞<A1111(111111)0∞; 155; 58
1RB1LE_1RC0RC_1RD0LB_1LE0LC_---1LA; 0∞<A1111(11)0∞; 97; 35
1RB1LE_1RC0RC_1RD1RC_1LE0LB_---0LA; 0∞<A0101(0101)0∞; 63; 23
1RB1LE_1RC0RC_1LD0RA_---1RA_0LA1LA; 0∞<A0111(011011)0∞; 110; 41
1RB1LE_1RC0RC_1LD0RA_---1LA_0LA1LA; 0∞<A0111(011011)0∞; 104; 39
1RB1LE_1RC0RC_1LD0RB_0LA0LB_---1RC; 0∞11110(0000)B>0∞; 124; 42
1RB1LE_1RC0RC_1LD0RB_0LE0LC_0LA---; 0∞<A0(1010)0101010∞; 131; 50
1RB1LE_1RC0RC_1LD0LC_1LA1RD_---0LB; 0∞<A1111(111)0∞; 75; 30
1RB1LE_1RC0RC_1LD0LD_1RA1RB_---0LA; 0∞<A0101(0101)0∞; 75; 27
1RB1LE_1RC0RC_1LD0LD_1RA1LB_---0LA; 0∞<A0101(0101)0∞; 111; 39
1RB1LE_1RC0RC_1LD1RB_---0LA_0LA0RD; 0∞<A0101(11110101)0∞; 254; 88
1RB1LE_1RC0RC_1LD1RE_1LA0LB_---0RD; 0∞<A111(111)0∞; 91; 23
1RB1LE_1RC0RC_1LD1LA_1RE0LE_---1LC; 0∞<A111111(111111)0∞; 204; 70
1RB1LE_1RC0RC_1LD1LA_1LA0LE_---1LC; 0∞<A111111(111111)0∞; 188; 64
1RB1LE_1RC0RD_0RD---_1RE1RD_0LA1LA; 0∞<A1101(11)00∞; 51; 21
1RB1LE_1RC0RD_0RD---_1LD1RA_1RC0LE; 0∞11(011)1101(101)A>0∞; 154; 52
1RB1LE_1RC0RD_0RD---_1LE1RD_0LA1LA; 0∞<A1101(11)0∞; 41; 17
1RB1LE_1RC0RD_0LD---_0RA0LA_1LC0RE; 0∞00100(0100)1B>0∞; 145; 50
1RB1LE_1RC0RD_0LD0RA_1RE1LA_0LC---; 0∞0101001(10011001)B>0∞; 202; 70
1RB1LE_1RC0RD_0LD0LB_0RA1LA_0LC---; 0∞(110011001100)A>0∞; 224; 72
1RB1LE_1RC0RD_1LC1LD_1RC1LA_---0LC; 0∞<A11(0111)10∞; 63; 22
1RB1LE_1RC0RD_1LC1LD_1LA0RC_---0LD; 0∞<A11111(11111)0∞; 240; 79
1RB1LE_1RC0RD_1LD0RA_---1LE_0RE0LA; 0∞<A01(0111)10∞; 113; 40
1RB1LE_1RC0RD_1LD0LA_---0RA_0LA1LA; 0∞<A0101(11001)0∞; 94; 35
1RB1LE_1RC0RD_1LD1RB_---0LA_0RC0RD; 0∞0111(111)B>0∞; 179; 63
1RB1LE_1RC0RE_0RD---_1RE1RA_0LA0LE; 0∞<A0010(001000100010)100∞; 306; 108
1RB1LE_1RC0RE_0LD---_1LA1LB_1RB1LC; 0∞<A1010(1010)0∞; 66; 24
1RB1LE_1RC0RE_1RD---_0LA0RA_0LD0RA; 0∞<A00100(0100)0∞; 96; 34
1RB1LE_1RC0RE_1RD---_0LA0RA_0LD0LD; 0∞<A00100(0100)0∞; 84; 30
1RB1LE_1RC0RE_1RD---_1LA0RE_1LA0LA; 0∞<A1101(0101)10∞; 60; 22
1RB1LE_1RC0RE_1RD---_1LA0LB_1LA0LA; 0∞<A1101(0101)10∞; 72; 26
1RB1LE_1RC0RE_1RD---_1LA1RA_0LB0LA; 0∞<B0101(0101)10∞; 54; 20
1RB1LE_1RC0RE_1RD0RD_0LA1LB_---1LD; 0∞<A01101110(1110)0∞; 117; 38
1RB1LE_1RC0RE_1LD0RD_0LA1LB_---1LD; 0∞<A0110111011(1011)0∞; 164; 48
1RB1LE_1RC0RE_1LD0LA_---1LC_0RC1LA; 0∞<A11(11)010∞; 56; 21
1RB1LE_1RC0RE_1LD0LB_---1LA_0LA1LD; 0∞<A0111(111)0∞; 72; 26
1RB1LE_1RC0RE_1LD1RA_---0LA_0LA0RD; 0∞<A0101(1110111101)0∞; 510; 168
1RB1LE_1RC0LA_0RD---_1LD1RA_0LA0LB; 0∞<A001(01001)10∞; 71; 25
1RB1LE_1RC0LA_0RD0RB_1LA---_1LB1LE; 0∞<B11111110(1110)0∞; 100; 32
1RB1LE_1RC0LA_0LD0RB_1RA1LD_---1LB; 0∞<B11(11)01100∞; 53; 14
1RB1LE_1RC0LA_0LD0RB_1LB1LD_---0RD; 0∞<B11(11)01100∞; 47; 12
1RB1LE_1RC0LA_0LD0RB_1LB1LD_---0LB; 0∞<B(11)0101100∞; 33; 6
1RB1LE_1RC0LA_0LD0RB_1LB1LD_---1LB; 0∞<B11(11)01100∞; 45; 12
1RB1LE_1RC0LA_1RD---_0LA0RA_0LD0RA; 0∞<A00100(0100)0∞; 84; 30
1RB1LE_1RC0LA_1RD---_0LA0RA_0LD0LD; 0∞<A00100(0100)0∞; 72; 26
1RB1LE_1RC0LA_1RD---_0LA0RA_1RA0LD; 0∞<A00100(0100)0∞; 84; 30
1RB1LE_1RC0LA_1RD0RA_1LB---_1RE0LC; 0∞<A01101(101101)0∞; 94; 32
1RB1LE_1RC0LA_1RD0RD_0LA1LB_---1LD; 0∞<A01101110(1110)0∞; 105; 34
1RB1LE_1RC0LA_1RD0LB_1LB0RD_---1LD; 0∞<A001101(1101)0∞; 123; 43
1RB1LE_1RC0LA_1RD1LD_0LB0RC_---0LC; 0∞<A00100(10100)0∞; 124; 47
1RB1LE_1RC0LA_1RD1LD_1LA0RB_---1LB; 0∞<A011(011)10∞; 65; 27
1RB1LE_1RC0LA_1RD1LD_1LB0RB_---0LD; 0∞<B10101(0101)0∞; 68; 26
1RB1LE_1RC0LA_1LD0RA_---1LA_0RB1LD; 0∞<A11111(111111)0∞; 228; 84
1RB1LE_1RC0LA_1LD0RB_---1LA_0RB1LD; 0∞<A11111(111111)0∞; 186; 70
1RB1LE_1RC0LA_1LD0RB_---1LA_0LA0LC; 0∞<A0111(010101010101)0∞; 318; 104
1RB1LE_1RC0LA_1LD0RD_---1RA_1LD1LB; 0∞<A011(0111011)0∞; 187; 60
1RB1LE_1RC0LA_1LD0RD_0RB0LA_0LD---; 0∞(010110)11C>0∞; 106; 38
1RB1LE_1RC0LA_1LD0RD_0LA1LB_---0LD; 0∞<A001010101(01010101)10∞; 286; 100
1RB1LE_1RC0LA_1LD0RD_0LA1LB_---1LD; 0∞<A0110111011(1011)0∞; 142; 42
1RB1LE_1RC0LA_1LD1RA_---1LB_0LD0RC; 0∞<A01(0101)10∞; 47; 17
1RB1LE_1RC0LB_0RD---_1RE0RE_1LA0RB; 0∞<A111111111(111111111111)0∞; 539; 186
1RB1LE_1RC0LB_0RD---_1RE1RA_0LA0LE; 0∞<A0010(00100010)100∞; 218; 80
1RB1LE_1RC0LB_0RD0RC_1LE---_1LA0LA; 0∞<A0111(111)0∞; 57; 21
1RB1LE_1RC0LB_1RD---_0LA0RA_---0LD; 0∞<A00100(0100)0∞; 96; 34
1RB1LE_1RC0LB_1RD---_0LA0RA_0LD0RA; 0∞<A00100(0100)0∞; 120; 42
1RB1LE_1RC0LB_1RD---_0LA0RE_1RB0LD; 0∞<A00100(0100)0∞; 96; 34
1RB1LE_1RC0LB_1RD---_1RE0RB_1LA1LB; 0∞<B000(0000)1110∞; 98; 34
1RB1LE_1RC0LB_1RD0RE_1LA---_0RB0LA; 0∞<A0111(0101)10∞; 84; 28
1RB1LE_1RC0LB_1LD0RA_0RC0LA_0LC---; 0∞(110110)A>0∞; 66; 22
1RB1LE_1RC0LB_1LD1RE_---0LA_1RB0RD; 0∞<A01001(111111)0∞; 181; 61
1RB1LE_1RC0LC_0RD0RA_0LE---_0LA1LB; 0∞<A01010(1010)00∞; 81; 29
1RB1LE_1RC0LC_0RD1RA_1LD1RC_---0LA; 0∞<A0101(0101)0∞; 63; 23
1RB1LE_1RC0LC_0RD1RA_1LD1RE_---0LA; 0∞<A0101(0101)0∞; 57; 21
1RB1LE_1RC0LC_0LD0RA_---0LA_0LA1LB; 0∞<A010(1010)00∞; 54; 19
1RB1LE_1RC0LC_0LD0RA_---1RE_0LA1LB; 0∞<A01010(1010)0∞; 81; 29
1RB1LE_1RC0LC_0LD0RA_---1LA_0LA1LB; 0∞<A01(01010101)100∞; 150; 48
1RB1LE_1RC0LC_0LD0RA_---1LE_0LA1LB; 0∞<A01010(1010)0∞; 75; 27
1RB1LE_1RC0LC_0LD0RA_1RE1LA_0RB---; 0∞<A10010(010)10(010)0∞; 213; 78
1RB1LE_1RC0LC_0LD0RA_1LB0LA_0LD---; 0∞<B10100(100100)0∞; 199; 88
1RB1LE_1RC0LC_0LD0RA_1LB1LA_0LC---; 0∞<B100110(110)0∞; 174; 67
1RB1LE_1RC0LC_0LD0RD_1RB1LA_1LC---; 0∞<C1110(1110)0∞; 62; 23
1RB1LE_1RC0LC_0LD1RB_---1LA_1LB1LD; 0∞<A1111111(111111)00∞; 289; 103
1RB1LE_1RC0LC_1RD0RB_1LE---_0LB0LA; 0∞<A0101(0101)0∞; 51; 19
1RB1LE_1RC0LC_1RD0RB_1LE---_1LC0LA; 0∞<A0101(0101)0∞; 81; 29
1RB1LE_1RC0LC_1RD1RA_0LD1LA_---0RB; 0∞<A1010(1010)0∞; 87; 31
1RB1LE_1RC0LC_1RD1RA_1LD0LA_---0RB; 0∞<A0101(0101)0∞; 87; 31
1RB1LE_1RC0LC_1LB1LD_0LA0RD_0LB---; 0∞<A0101(10101)0∞; 100; 35
1RB1LE_1RC0LC_1LB1LD_0LA0RD_1RB---; 0∞<A0101(100101)0∞; 242; 78
1RB1LE_1RC0LC_1LD0RA_---1LA_0LA1LB; 0∞<A01(010101010101)110∞; 302; 91
1RB1LE_1RC0LC_1LD0RA_0LA0RB_---0LC; 0∞<A010(1010)00∞; 54; 19
1RB1LE_1RC0LC_1LD0RA_0LA0RE_---0LC; 0∞<A010(1010)00∞; 54; 19
1RB1LE_1RC0LC_1LD0RA_1LA0LA_0LC---; 0∞<A110101(0101)0∞; 66; 26
1RB1LE_1RC0LC_1LD0RA_1LA1LB_1RB---; 0∞<A11011(011)0∞; 63; 25
1RB1LE_1RC0LC_1LD0RA_1LE1LB_1RB---; 0∞001101(101)B>0∞; 91; 32
1RB1LE_1RC0LC_1LD0RC_0LA1LC_---0LB; 0∞<A0111101(101101101)0∞; 497; 163
1RB1LE_1RC0LC_1LD0RD_1RB0LA_0LC---; 0∞011001(1001)B>0∞; 79; 28
1RB1LE_1RC0LD_0RD---_1RE1RA_0LA0LE; 0∞<A0010(001000100010)100∞; 306; 108
1RB1LE_1RC0LD_1RD---_0LA0RE_0RB1LA; 0∞<A00110(0110)0∞; 108; 38
1RB1LE_1RC0LD_1RD0RA_1RE---_0LA0RB; 0∞<A0100(100)000∞; 96; 34
1RB1LE_1RC0LD_1RD1RB_1LE1RC_---1LA; 0∞<A1111(111111)0∞; 115; 42
1RB1LE_1RC0LD_1LD0RB_0RD0LA_1LC---; 0∞<C1101(1101)0∞; 60; 23
1RB1LE_1RC0LD_1LD0RC_0LA0RC_---0LB; 0∞<A000101(0101)0∞; 102; 36
1RB1LE_1RC0LD_1LD0RC_0LA0LC_---1LB; 0∞<A00110100110111011101(11011101)0∞; 680; 204
1RB1LE_1RC0LD_1LD0RE_---1LA_0LA1LB; 0∞<A011(0111)10∞; 60; 22
1RB1LE_1RC0LE_0RD---_1LD0RA_0LB0RE; 0∞11(11)00100(100)A>0∞; 204; 72
1RB1LE_1RC0LE_0RD---_1LD0RA_0LB1RC; 0∞11(11)00100(100)A>0∞; 186; 66
1RB1LE_1RC0LE_0RD0RE_1LA---_1RA1LB; 0∞<B101010(1010)0100∞; 242; 86
1RB1LE_1RC0LE_0RD1RE_1RE---_0LA0RB; 0∞<A00010(00101010)0∞; 175; 60
1RB1LE_1RC0LE_0RD1LE_1RE---_0LA0RB; 0∞<A00010(00101010)0∞; 167; 58
1RB1LE_1RC0LE_1RD---_0RE1RD_1LA0LA; 0∞<A11010(1010)00∞; 72; 27
1RB1LE_1RC0LE_1RD0RA_1LA---_0RD1LB; 0∞<B101(0101)110∞; 94; 35
1RB1LE_1RC0LE_1RD0RE_0LE---_1RA1LB; 0∞<B101010(1010)0100∞; 234; 84
1RB1LE_1RC0LE_1LD---_0RE1RD_1LA0LA; 0∞<A11010(1010)00∞; 84; 31
1RB1LE_1RC1RA_0LD0LA_1RA1LC_---0RD; 0∞11111111(1111)B>0∞; 100; 30
1RB1LE_1RC1RA_1LD0LC_1LA1LC_---0RB; 0∞<A11110110(110110)011(010101)0∞; 502; 200
1RB1LE_1RC1RA_1LD1LA_---0RA_0LC0RD; 0∞<A101(0101)0∞; 63; 23
1RB1LE_1RC1RB_0RD---_1RE1RA_0LA0LE; 0∞<A0010(001000100010)100∞; 302; 106
1RB1LE_1RC1RB_0LD0RB_---1LA_1LA0LC; 0∞<A11111110(01111110)0∞; 296; 104
1RB1LE_1RC1RB_0LD1RE_---1LA_0RD0LA; 0∞<A01010(1010)00∞; 171; 63
1RB1LE_1RC1RB_1RD0RA_1RE---_0LA1LC; 0∞<A010110(10110)0∞; 96; 34
1RB1LE_1RC1RB_1RD0RA_1LE---_0LA1LC; 0∞<A01011(01011)0∞; 90; 32
1RB1LE_1RC1RB_1LC1RD_0RA0LA_---0LD; 0∞011110(11110)A>0∞; 138; 48
1RB1LE_1RC1RB_1LD0RC_1LA0LC_---1LD; 0∞<A11111111111111(1111)0∞; 167; 44
1RB1LE_1RC1RC_0RD1LA_1LB0LB_---1LC; 0∞<A1111(111)0∞; 81; 32
1RB1LE_1RC1RC_0LD1RB_---1LA_1LB1LD; 0∞<A1111111(111111)00∞; 207; 75
1RB1LE_1RC1RC_1RD0RD_1LD1LA_---0LC; 0∞<A11111(1111)0∞; 72; 26
1RB1LE_1RC1RC_1LD0RB_0LA1LD_1RB---; 0∞<A0111(1111)0∞; 54; 20
1RB1LE_1RC1RD_0RD---_1LA1RA_1LB0LB; 0∞1111(111111)01A>0∞; 227; 79
1RB1LE_1RC1RD_0RD1LD_1LA0LB_---1LB; 0∞<B11111(1111)0∞; 127; 46
1RB1LE_1RC1RD_0RD1LD_1LA0LB_---1LC; 0∞<A111111111(11111111)0∞; 355; 126
1RB1LE_1RC1RD_0LD---_1RA0LA_1LA0LD; 0∞11111111(111)B>0∞; 82; 24
1RB1LE_1RC1RD_1RD0RE_1LA---_1RB0LA; 0∞<A0111(0101)10∞; 76; 26
1RB1LE_1RC1RD_1RD1RB_1LE0LC_---1LA; 0∞<A1111(111111)0∞; 111; 40
1RB1LE_1RC1RD_1RD1RB_1LE1RC_---1LA; 0∞<A1111(111111)0∞; 91; 34
1RB1LE_1RC1RD_1LB1LA_1LC0RC_---0LB; 0∞<A1111(111111)0∞; 233; 83
1RB1LE_1RC1RD_1LC1RB_1LE0LC_---1LA; 0∞<A1111(111111)0∞; 117; 42
1RB1LE_1RC1RD_1LC1RB_1LE1RC_---1LA; 0∞<A1111(111111)0∞; 97; 36
1RB1LE_1RC1RD_1LD---_1RA0LA_1LA0LD; 0∞1111111(111111)A>0∞; 134; 50
1RB1LE_1RC1RD_1LD0RA_0LA0LC_---0LB; 0∞<A010110(10110)0∞; 105; 37
1RB1LE_1RC1RD_1LD0RC_0LA1LC_---0LB; 0∞110011(1111)00C>0∞; 237; 86
1RB1LE_1RC1RD_1LD1RB_---0RA_1LA0LA; 0∞<A(010101)11110∞; 122; 45
1RB1LE_1RC1RE_0RD---_1RE0LB_0LA1LD; 0∞<B01101(101)00∞; 88; 32
1RB1LE_1RC1RE_0LC1RD_0RE---_1LA0LA; 0∞<A0101(0101)10∞; 71; 23
1RB1LE_1RC1RE_1RD---_1LA0RB_0LD0LE; 0∞<A10011001100110011(00110011)0∞; 391; 112
1RB1LE_1RC1RE_1LD0RA_---0LA_1RC1LC; 0∞<A011101(11011101)0∞; 280; 96
1RB1LE_1RC1RE_1LD1RB_---0LA_0LA0RD; 0∞<A0101(1111)0∞; 116; 40
1RB1LE_1RC1RE_1LD1RB_---0LA_1RC0RD; 0∞1111(11111111)B>0∞; 531; 165
1RB1LE_1RC1RE_1LD1LA_---1LC_0LD0RA; 0∞<A1101(1101)0∞; 94; 31
1RB1LE_1RC1LA_0RD---_0LE1RA_0LA0LB; 0∞<B01(101)000∞; 57; 17
1RB1LE_1RC1LA_0RD---_1RE0RA_0LB1LB; 0∞<B011111(111111)01111100∞; 259; 84
1RB1LE_1RC1LA_0RD---_1RE0LB_0LB1LB; 0∞<B011111(111)00∞; 87; 32
1RB1LE_1RC1LA_0RD---_1RE0LB_1LB1LD; 0∞<B0111(0111)10∞; 85; 30
1RB1LE_1RC1LA_0RD---_1LA0RA_0LB1LB; 0∞11111(111111)00A>0∞; 220; 76
1RB1LE_1RC1LA_0RD---_1LA0RA_1RD0LE; 0∞11111111(0110111101101111)111110A>0∞; 902; 310
1RB1LE_1RC1LA_0RD---_1LA0LB_0RD1LB; 0∞<A1111(111)0∞; 77; 30
1RB1LE_1RC1LA_0RD---_1LA0LB_0LB1LB; 0∞<B011111(111)0∞; 81; 30
1RB1LE_1RC1LA_0RD---_1LA0LB_1LC1LB; 0∞<C111111(111)0∞; 85; 32
1RB1LE_1RC1LA_0RD---_1LD0RA_0LB1LB; 0∞11111(111111)00A>0∞; 226; 78
1RB1LE_1RC1LA_0RD---_1LE0RE_0LB0LC; 0∞<B01101(1101)0∞; 92; 32
1RB1LE_1RC1LA_0RD1RC_1LA0LA_---1LD; 0∞<A011(011)10∞; 47; 17
