machine; formula tape; number steps before formula tape; number macro steps before special case
1RB0RC_0LA1LD_1RD1RD_1LB0RE_---1RA; 0∞<A01111111(1111)0∞; 48; 26
1RB0RC_0LC---_1RA0LD_1LE1RD_1LC0LE; 0∞1010101010101(0101)A>0∞; 100; 38
1RB0RC_0LC---_1RE1LD_1RA0LC_1RD1RE; 0∞10111(10111)A>0∞; 30; 24
1RB0RC_0LC---_1LE0LD_1RA1LB_1RE0RD; 0∞101101(101101)A>0∞; 52; 36
1RB0RC_0LC0RA_1LD1LB_1LA0LE_---0RA; 0∞<A110101010(1010)0∞; 68; 37
1RB0RC_0LC0RA_1LD1LB_1LA0LE_---1LA; 0∞<A11010101010(101010)0∞; 80; 45
1RB0RC_0LC0RA_1LE1LD_0LC---_1LA0LB; 0∞<A110101010(1010)0∞; 68; 37
1RB0RC_0LC0RC_1RA1LD_0LB0LE_1LB---; 0∞1010110101(1010110101)A>0∞; 128; 92
1RB0RC_0LC0RC_1RA1LD_0LB1LE_0LC---; 0∞10010010(010)1(100101)A>0∞; 128; 96
1RB0RC_0LC0RD_1RA1LB_1LC1LE_0LD---; 0∞101010101010101010101010101(010101010101)A>0∞; 349; 168
1RB0RC_0LC0RD_1RE0LD_1LB1LD_0RA---; 0∞<B1001(001)1001000100(100)0∞; 119; 56
1RB0RC_0LC0RE_1RD1LB_1RA---_0RA0LB; 0∞11011111011(111011)A>0∞; 109; 63
1RB0RC_0LC0RE_1LA1LD_1RD0LB_1RA---; 0∞<A1001010010010010(010010)0∞; 136; 59
1RB0RC_0LC0LA_0RE1LD_0LB0LA_1RA---; 0∞01001001001(001001)A>0∞; 90; 51
1RB0RC_0LC0LD_0RE0RD_1LA1LB_1RA---; 0∞<A1010010010010(010010)0∞; 121; 57
1RB0RC_0LC0LD_1RE1LA_1LA1LB_1RA---; 0∞<A10100100(100100)0∞; 75; 48
1RB0RC_0LC0LE_1RD1LB_1RA1RC_---1LA; 0∞11011(11011)A>0∞; 32; 25
1RB0RC_0LC0LE_1LD1LB_1RE1LD_---0RA; 0∞101010(101010)A>0∞; 70; 46
1RB0RC_0LC1RA_0RD0LD_1LA0LE_---1LD; 0∞<A1001010(10)000(0)0∞; 97; 37
1RB0RC_0LC1RA_0RD1LD_1LA0LE_---0LA; 0∞<A110010010(010010)0∞; 66; 43
1RB0RC_0LC1RA_1LA1LD_0LB0LE_---1LC; 0∞<A1001101101101101(101101101101)00∞; 226; 150
1RB0RC_0LC1RA_1LA1LD_0LB1LE_---0LC; 0∞<A10010110110110110(110110110110)0∞; 218; 146
1RB0RC_0LC1RD_0LD1LC_0RA1LE_---0LB; 0∞0110110110(110110)A>0∞; 86; 49
1RB0RC_0LC1LA_1RD1LB_0LD0RE_1RA---; 0∞0101010(1010)01A>0∞; 87; 43
1RB0RC_0LC1LA_1RE0LD_1LB---_0RA0RD; 0∞10010010010010(010010010)A>0∞; 140; 87
1RB0RC_0LC1LA_1RE0LD_1LB---_0RA0RE; 0∞10010010010010(010010010)A>0∞; 148; 91
1RB0RC_0LC1LA_1RE0LD_1LB---_0RA1RC; 0∞1001001(001)11(11)0A>0∞; 70; 40
1RB0RC_0LC1LB_1RD0LB_1RE---_0RA0LA; 0∞<B10011(11)0000(00)0∞; 73; 36
1RB0RC_0LC1LB_1RD1LB_0LD0RE_1RA---; 0∞0101010(1010)01A>0∞; 79; 39
1RB0RC_0LC1LC_1RD0LD_1LB0RE_---0RA; 0∞100100(100100)A>0∞; 56; 40
1RB0RC_0LC1LD_0RA1RD_1LB0RE_---1RA; 0∞001010101010101(01010101)A>0∞; 209; 110
1RB0RC_0LC1LD_1RA1RD_1LB0RE_---1RA; 0∞<B1111111(1111)0∞; 44; 25
1RB0RC_0LC1LD_1LA1RD_1LB0RE_---1RA; 0∞<A101111111(1111)0∞; 54; 29
1RB0RC_0LC1LD_1LB1RC_1LE0LA_1RA---; 0∞<A01111111111(111111)0∞; 125; 65
1RB0RC_0LC1LE_0RD1LB_1RA1RA_1LD---; 0∞01001001001(001001)A>0∞; 87; 51
1RB0RC_0LC1LE_1RD1LB_1RA1RA_---1LD; 0∞11011011011(011011)A>0∞; 87; 51
1RB0RC_1RC---_0RD0LE_1LD1RA_1LC0LE; 0∞011101110111011(1011)B>0∞; 148; 45
1RB0RC_1RC---_0LD0RA_1RE1LD_0LC1LE; 0∞011000110001(10001)B>0∞; 91; 44
1RB0RC_1RC---_0LD0RA_1RE1LE_0LC1LD; 0∞011000110001(10001)B>0∞; 91; 44
1RB0RC_1RC---_0LD0RA_1LB1LE_1LD0LC; 0∞<B10010010010010010(010010010010)0∞; 219; 148
1RB0RC_1RC---_0LD0RD_0RA1LE_0LC0LB; 0∞011000110001(10001)B>0∞; 97; 48
1RB0RC_1RC---_1RD0LE_1LC0RA_1LD0LA; 0∞10010010010010010010010(010010010010)A>0∞; 264; 140
1RB0RC_1RC---_1RD0LE_1LC0RA_1LD1LA; 0∞10010010010010010010010010010(010010010010010)A>0∞; 444; 244
1RB0RC_1RC---_1LC0RD_1RA0LE_0LD1LD; 0∞11101110111011(1011)B>0∞; 138; 46
1RB0RC_1RC---_1LD0RA_1RC0LE_1LC0LB; 0∞10101010(10101010)A>0∞; 80; 58
1RB0RC_1RC---_1LD0RA_1RC0LE_1LC0LD; 0∞10101010(10101010)A>0∞; 80; 58
1RB0RC_1RC---_1LD0RA_1LE0LD_0LA0LE; 0∞<A0100111001001(11001001)0∞; 83; 51
1RB0RC_1RC---_1LD0RD_1RA0LE_1LC0RE; 0∞1001001001001001(001001001)A>0∞; 177; 99
1RB0RC_1RC---_1LD0RD_1RA0LE_1LC1RC; 0∞1001001001001001(001001001)A>0∞; 174; 101
1RB0RC_1RC---_1LD0RE_1LE0LA_1RA0LC; 0∞1001001001001001(001001001)A>0∞; 177; 99
1RB0RC_1RC---_1LD0RE_1LE0LC_1RA0LC; 0∞1001001001001001001001001(001001001001001001)A>0∞; 455; 298
1RB0RC_1RC---_1LD0RE_1LE1LC_1RA0LC; 0∞1001001001001001001001001(001001001001001)A>0∞; 457; 281
1RB0RC_1RC---_1LD1RA_0LE1LD_1RB0LA; 0∞<A0010111111111111(11111111)0∞; 177; 91
1RB0RC_1RC0RA_0LD1LB_1RA1LE_---0LC; 0∞1101101(101101)B>0∞; 77; 50
1RB0RC_1RC0RA_1LA1LD_0LE---_0LC1LC; 0∞<A1101001101(001101)0∞; 78; 46
1RB0RC_1RC0RA_1LA1LD_0LE1RA_---0LC; 0∞<A1001001001(001001)0∞; 78; 46
1RB0RC_1RC0RD_1LD1RC_1RE0LC_---0RA; 0∞101010101010(101010101010)A>0∞; 176; 130
1RB0RC_1RC0RE_1LA0LD_1LC---_0RA1RA; 0∞<A11010101010(101010)0∞; 71; 41
1RB0RC_1RC0RE_1LA1LD_0LC---_0RA1RE; 0∞11(1)0010101010101010(1010)0A>0∞; 179; 71
1RB0RC_1RC0RE_1LA1LD_0LC---_1RA0RA; 0∞<A10101010101(010101)0∞; 75; 43
1RB0RC_1RC0RE_1LA1LD_1RD0LC_1RA---; 0∞<A1010010010(010010)0∞; 86; 50
1RB0RC_1RC0LC_1LD0RE_0LB1RA_0RD---; 0∞<B01001001001001(001001)0∞; 128; 61
1RB0RC_1RC0LC_1LD1RE_1RC0LB_0RA---; 0∞11010110110110110(110110110110)A>0∞; 221; 140
1RB0RC_1RC0LD_1RD---_0LE0RA_0LB1LD; 0∞<B00100001000(01000)100∞; 118; 55
1RB0RC_1RC0LD_1LB0RA_1LC0LE_1RC---; 0∞10101010(10101010)A>0∞; 80; 58
1RB0RC_1RC0LD_1LB0RA_1LE0LB_1LB---; 0∞10101010(10101010)A>0∞; 80; 58
1RB0RC_1RC0LD_1LB1RA_---1LE_1RD1LB; 0∞111111(111111)A>0∞; 58; 42
1RB0RC_1RC0LD_1LB1RA_---1LE_1LB1LB; 0∞111111(111111)A>0∞; 54; 40
1RB0RC_1RC0LD_1LB1RA_---1LE_1LC1LB; 0∞111111(111111)A>0∞; 64; 45
1RB0RC_1RC0LD_1LB1RE_---1LB_1RA1RB; 0∞111111(111111)A>0∞; 40; 29
1RB0RC_1RC1RA_1LD1RD_1LA1LE_---0LD; 0∞<A101010101(010101)10∞; 90; 50
1RB0RC_1RC1RA_1LD1LD_1RB0LE_---1LC; 0∞111111(111111)A>0∞; 48; 34
1RB0RC_1RC1RA_1LD1LD_1RB1LE_---0LC; 0∞111111(111111)A>0∞; 44; 32
1RB0RC_1RC1RA_1LD1LD_1RB1LE_---1LC; 0∞111111(111111)A>0∞; 50; 36
1RB0RC_1RC1RB_1LD0LC_1LE0RA_1LA---; 0∞<A111011111111111111(111111111111)0∞; 395; 223
1RB0RC_1RC1LA_0RD0LD_1LE0RA_0LB---; 0∞<A101001001001001(001001)0∞; 157; 73
1RB0RC_1RC1LD_1RD1RE_0LB1LB_---1RA; 0∞<B0111111111111111(111111111111)00∞; 244; 162
1RB0RC_1RC1LD_1LB0RA_1LE1LC_0LB---; 0∞1000000000(000000)10A>0∞; 86; 46
1RB0RC_1RC1LD_1LD1RE_0LB1LB_---1RA; 0∞111011011011011011(011011011011)A>0∞; 259; 166
1RB0RC_1LA---_0LD1RD_1LE0RA_0LA0LC; 0∞<A01001001001(001001)0∞; 75; 43
1RB0RC_1LA---_0LD1RD_1LE0RA_1RD0LC; 0∞10010010010(010010)A>0∞; 93; 49
1RB0RC_1LA---_1RA0LD_1LE---_1LC0LE; 0∞1010101010101(0101)A>0∞; 101; 38
1RB0RC_1LA---_1RD0LD_1LE0RA_1LC0LA; 0∞10010010010010010(010010010)A>0∞; 195; 105
1RB0RC_1LA---_1RD1LC_0RA0LE_0LC1LE; 0∞10010010010(010010)A>0∞; 87; 47
1RB0RC_1LA---_1RE0LD_1LC---_1RA0RE; 0∞1010101(0101)A>0∞; 48; 26
1RB0RC_1LA---_1RE1RD_1LE0LD_1RA1LC; 0∞1011011011011011(011011011)A>0∞; 229; 133
1RB0RC_1LA---_1RE1LD_0LC1LB_1RA0RA; 0∞1101110111011(10111011)A>0∞; 110; 66
1RB0RC_1LA0RA_0RB1LD_0LE---_0LC1LB; 0∞11(1)001010010010(010)A>0∞; 132; 50
1RB0RC_1LA0RA_0RB1LD_0LE---_0LC1LE; 0∞11(1)001010010010(010)A>0∞; 138; 52
1RB0RC_1LA0RA_1RA0LD_1LE1LD_0LC---; 0∞1100110(0110)1B>0∞; 52; 27
1RB0RC_1LA0RC_1RA0LD_1LE---_0LC0LB; 0∞<A1010010010010010(010010010)0∞; 204; 119
1RB0RC_1LA0RC_1RA1LD_0LE---_0LC0LB; 0∞<A10011001001001001001(001001001001001)0∞; 354; 236
1RB0RC_1LA0RE_1RB0LD_1LC---_1RA---; 0∞1010101(0101)A>0∞; 48; 26
1RB0RC_1LA0LA_1RE1LD_0LC0LD_1RA---; 0∞11011011011(011011)A>0∞; 78; 44
1RB0RC_1LA0LC_0RE0LD_1LE---_1RA1LA; 0∞<A110010010010(010010)0∞; 106; 53
1RB0RC_1LA0LC_0LE0RD_1RE---_1LB1RB; 0∞<A11001001001(001001)0∞; 76; 43
1RB0RC_1LA0LC_1LB0RD_1RE---_1RC0RE; 0∞<A11010101010101(0101)0∞; 102; 38
1RB0RC_1LA0LC_1LE0RD_1RC---_1LB0LE; 0∞<A11010101(0101)0∞; 49; 26
1RB0RC_1LA0LD_1RD0LC_1LB0RE_1RA---; 0∞<A110101101010101(0101)0∞; 131; 50
1RB0RC_1LA0LE_1RA0LD_1LB---_1LC0RE; 0∞1010101010101(0101)A>0∞; 105; 38
1RB0RC_1LA1RA_0RB0LD_1LE---_1LA0LC; 0∞<A110010010(010010)0∞; 60; 37
1RB0RC_1LA1RA_0RB0LD_1LE---_1LC0LC; 0∞01011011011011(011011011)A>0∞; 181; 112
1RB0RC_1LA1RA_0RE0LD_1LE---_1LA0LC; 0∞<A110010010(010010)0∞; 60; 37
1RB0RC_1LA1RA_1RE0LD_1LC1LD_---0RB; 0∞11101010111(01010111)A>0∞; 138; 86
1RB0RC_1LA1RB_1LB1LD_1LC1LE_---0LA; 0∞<A11111111111(11111)0∞; 84; 40
1RB0RC_1LA1RD_1RE1LD_1LA0LC_0RA---; 0∞<A11010010(010010)0∞; 83; 51
1RB0RC_1LA1LC_0LE0RD_1RE1RA_0LB---; 0∞<A10010010010(010010)0∞; 76; 43
1RB0RC_1LA1LC_0LE0RD_1LC1RA_0LB---; 0∞<A1001001001(001001)0∞; 70; 41
1RB0RC_1LA1LE_1RD1LC_0RA0LB_0LC---; 0∞10010010010(010010)A>0∞; 87; 47
1RB0RC_1LB0RA_1RD0LE_1LC1RB_0LD---; 0∞1001001001(001001)1B>0∞; 94; 49
1RB0RC_1LB0RC_1RA0LD_1LE---_1LC0LE; 0∞1010101010101(0101)A>0∞; 101; 38
1RB0RC_1LB0RC_1RE0LD_1LC---_1RA0RE; 0∞1010101(0101)A>0∞; 48; 26
1RB0RC_1LB0LC_1RD---_1LE0RE_1RA0LD; 0∞10101010101010(1010)C>0∞; 107; 38
1RB0RC_1LB0LC_1LD1RE_1LE0LA_0RA---; 0∞0010010010010(010010)A>0∞; 96; 50
1RB0RC_1LB1RA_0RB0LD_1LE---_1LA1LC; 0∞<A1101011010110101101(0110101101)0∞; 258; 138
1RB0RC_1LB1LA_0LD1RA_1LE---_0LA0LC; 0∞<A010010010010(010010)0∞; 102; 56
1RB0RC_1LB1LA_1LD1RA_0LE---_1RA0LC; 0∞10010010010(010010)1A>0∞; 131; 65
1RB0RC_1LB1LA_1LD1RA_0LE---_1LA0LC; 0∞<A101001001001(001001)0∞; 100; 55
1RB0RC_1LC---_0RD0LC_1LE1RD_1LB1RA; 0∞<B1100111001110011100111(00111)0∞; 248; 76
1RB0RC_1LC---_0RD1RD_1RA0LE_0LA1LD; 0∞<A0010010010010(010010)0∞; 129; 65
1RB0RC_1LC---_0RD1LD_1RA0LE_0LA1LE; 0∞<A011(1)0110101(01)10∞; 67; 27
1RB0RC_1LC---_0RE0LD_1LE0LA_1RA1RC; 0∞<A000101001010(01010)101(01)0∞; 141; 73
1RB0RC_1LC---_1RA0RD_1RC0LE_1LD0LA; 0∞10101(01)101(01)A>0∞; 61; 34
1RB0RC_1LC---_1RA0RD_1RC0LE_1LD0LE; 0∞10101(01)101(01)A>0∞; 53; 30
1RB0RC_1LC---_1RA0LD_1LC0LE_1RE1RB; 0∞10101010101(010101)A>0∞; 85; 46
1RB0RC_1LC---_1RA0LD_1LC0LE_1RE1RD; 0∞10101010101(010101)A>0∞; 85; 46
1RB0RC_1LC---_1RA0LD_1LE0RB_0RD0LB; 0∞101010101(0101)A>0∞; 74; 34
1RB0RC_1LC---_1RA0LD_1LE0LA_1LB0RA; 0∞0010101010101(010101)A>0∞; 105; 55
1RB0RC_1LC---_1RD0LB_1LD0RE_1RA0LA; 0∞<B010101(0101)0∞; 43; 26
1RB0RC_1LC---_1RD1LC_0RA0LE_0LC1LE; 0∞111001001(1001001)0010A>0∞; 139; 74
1RB0RC_1LC---_1RD1LD_1RA1RE_1RB0LE; 0∞11011011011(011011)A>0∞; 90; 52
1RB0RC_1LC---_1RD1LD_1RA1LE_1RB0LE; 0∞<D110000001110011100(11100)000111111111(111)0∞; 559; 220
1RB0RC_1LC---_1RE0RD_1LE0LD_1RA1LD; 0∞1101101101101101101(101101101101)011A>0∞; 315; 180
1RB0RC_1LC---_1RE0LD_0LC0LA_0RB0RA; 0∞<A00001000100010001(00010001)0∞; 153; 77
1RB0RC_1LC---_1RE0LD_1LB0LE_1RA0LA; 0∞0011011011011(011011)A>0∞; 96; 50
1RB0RC_1LC---_1RE0LD_1LC0LE_1RA0LA; 0∞011011(011011)A>0∞; 40; 30
1RB0RC_1LC---_1RE0LD_1LC1RB_1RA0RE; 0∞1010101010101(01010101)1A>0∞; 134; 82
1RB0RC_1LC---_1RE0LD_1LC1RD_1RA0RE; 0∞1010101010101(01010101)1A>0∞; 134; 82
1RB0RC_1LC---_1RE0LD_1LC1LD_1RA0RE; 0∞10101010101010101(010101010101)1A>0∞; 186; 116
1RB0RC_1LC---_1RE0LD_1LE0RD_1RA0LC; 0∞11011011011011(011011011)A>0∞; 168; 98
1RB0RC_1LC---_1LD0RD_1LE0LB_1RE0RA; 0∞10010010010(010010)A>0∞; 90; 48
1RB0RC_1LC---_1LD0LD_1RE1LD_0RD1RA; 0∞111111111(111111)A>0∞; 86; 51
1RB0RC_1LC---_1LE0RD_1RA0RE_1LD0LB; 0∞1001001001001001(001001001)A>0∞; 141; 73
1RB0RC_1LC---_1LE0RD_1RA0LC_1LD0LA; 0∞1001001001001(001001001)A>0∞; 140; 87
1RB0RC_1LC---_1LE0RD_1RA0LC_1LD1LC; 0∞1001001001001001(001001001001)A>0∞; 216; 145
1RB0RC_1LC---_1LE0LD_1RE1LD_0RD1RA; 0∞111111111(111111)A>0∞; 94; 55
1RB0RC_1LC---_1LE1LD_1RA0RE_1RD0LC; 0∞1111(11)0111010101(01)1A>0∞; 145; 50
1RB0RC_1LC0RA_0LD1LC_1LA1LE_---0LB; 0∞<A101101011(01011)0∞; 57; 35
1RB0RC_1LC0RA_0LE1LD_0LB0LD_1RA---; 0∞<B011011011011011011011011011(011011011011011011011011)0∞; 944; 644
1RB0RC_1LC0RA_1RA0LD_1LE---_1LC0LB; 0∞101010101(0101)101010(1010)A>0∞; 154; 92
1RB0RC_1LC0RA_1RA1LD_0LB0LE_0LB---; 0∞111(11)00101001(1001)A>0∞; 138; 74
1RB0RC_1LC0RA_1LA0LD_1LE---_1RB0LC; 0∞<A1010110010110(010110)10∞; 137; 69
1RB0RC_1LC0RA_1LA1LD_1LE---_0LB0LD; 0∞<A11011101010111(01010111)0∞; 119; 75
1RB0RC_1LC0RA_1LD0RD_1LA0LE_1LC---; 0∞<A1110110110(110110)0∞; 63; 38
1RB0RC_1LC0RA_1LD0RD_1LE0LB_1RB---; 0∞10010010010(010010)A>0∞; 90; 48
1RB0RC_1LC0RA_1LD0LB_1RE1RA_---0RD; 0∞1001010(1001010)A>0∞; 68; 50
1RB0RC_1LC0RA_1LD0LB_1LE0RD_1RB---; 0∞0010101010(1010)A>0∞; 84; 38
1RB0RC_1LC0RA_1LE0LD_1LC---_1LA0RE; 0∞<A111010101(0101)0∞; 62; 34
1RB0RC_1LC0RB_1RA0RD_1LB0LE_1LD---; 0∞001010101(0101)A>0∞; 84; 38
1RB0RC_1LC0RB_1RE0LD_1LC0LA_---0RA; 0∞<A0010101010101(010101)0∞; 117; 59
1RB0RC_1LC0RC_0RA0LD_0LE---_1LA0LB; 0∞10010010100100(10100100)A>0∞; 151; 90
1RB0RC_1LC0RD_1RA0LB_0LD0RE_0RA---; 0∞101010101(0101)A>0∞; 85; 44
1RB0RC_1LC0RD_1RB1LA_1RA0LE_1LD---; 0∞101010101(0101)A>0∞; 70; 34
1RB0RC_1LC0RD_1RE0LD_0LC0LA_0RA---; 0∞<A0010001010001(010001)0∞; 117; 59
1RB0RC_1LC0RD_1RE0LD_1LB0LA_---0RA; 0∞<B101101101101(101)011101(101)0∞; 206; 88
1RB0RC_1LC0RD_1RE0LD_1LC0LA_---0RA; 0∞<A0010101010101(010101)0∞; 117; 59
1RB0RC_1LC0RD_1LA0LB_1RE0RD_---0RA; 0∞<A11010101(0101)0∞; 45; 26
1RB0RC_1LC0RD_1LD1RC_1RE0LC_---0RA; 0∞101010101010(101010101010)A>0∞; 184; 134
1RB0RC_1LC0RD_1LE0LD_1RA0LB_1RD---; 0∞1101101101101(101101101)A>0∞; 143; 90
1RB0RC_1LC0RD_1LE0LD_1RA0LB_1LA---; 0∞<A111001001001001001(001001001)0∞; 163; 93
1RB0RC_1LC0RD_1LE0LD_1RA0LB_1LD---; 0∞11101101101101101101(101101101)A>0∞; 202; 108
1RB0RC_1LC0RE_0LD0LB_0RA0LB_1RD---; 0∞0100101010010010(1010010010)A>0∞; 185; 114
1RB0RC_1LC0RE_0LD1LC_1LA0LC_0RA---; 0∞<A1000111111111(111)001000000100000010010100000101011100101000001(01011100101000001)1001010110001010110∞; 2780; 860
1RB0RC_1LC0RE_0LE0LD_0RE0LB_1RA---; 0∞1101101101101101(101101)A>0∞; 110; 45
1RB0RC_1LC0RE_1RA0LD_1LC1LD_0RD---; 0∞1010101010101010101010101(01010101010101010101)A>0∞; 593; 424
1RB0RC_1LC0RE_1RB0LD_0LB0LC_1RA---; 0∞101101010101010101010(101010101010)01101A>0∞; 340; 179
1RB0RC_1LC0RE_1RC0LD_1LB1LA_0RA---; 0∞<A10101101101(101101)0∞; 76; 46
1RB0RC_1LC0RE_1RD0LB_1RA0RD_0LA---; 0∞1010101010101(01010101)1A>0∞; 142; 86
1RB0RC_1LC0RE_1RE1LD_0LB---_1LB0RA; 0∞10100100100(100100)A>0∞; 82; 44
1RB0RC_1LC0RE_1LA0LD_0LB---_0RA0RC; 0∞<A11001001001001(001001001)0∞; 144; 94
1RB0RC_1LC0RE_1LA0LD_0LB---_0RA1LE; 0∞<A11001001001001(001001001)0∞; 148; 96
1RB0RC_1LC0RE_1LA0LD_1LC---_0RA1RA; 0∞<A1101010101(010101)0∞; 59; 37
1RB0RC_1LC0RE_1LA1LD_0LC0RA_1RD---; 0∞<A10101010101010(1010)0∞; 82; 35
1RB0RC_1LC0RE_1LD0LC_1RB0LD_1RA---; 0∞101101(101101)A>0∞; 40; 30
1RB0RC_1LC0LA_1RA0RD_1LB1LE_0LD---; 0∞010101(010101)A>0∞; 62; 39
1RB0RC_1LC0LA_1RE1LD_1RC0LB_---1RA; 0∞<A0011011011011(011011)0∞; 132; 66
1RB0RC_1LC0LB_1RD1LA_1RA1RE_0RC---; 0∞11011011011011(011011)A>0∞; 111; 60
1RB0RC_1LC0LD_0RD0LB_1RA1RE_0RD---; 0∞0101010101(0101)A>0∞; 80; 41
1RB0RC_1LC0LD_1RA0LB_0LE---_0RA0RE; 0∞101010101(0101)A>0∞; 81; 42
1RB0RC_1LC0LD_1RA0LB_1RC1LE_---1LA; 0∞101010101(0101)A>0∞; 69; 36
1RB0RC_1LC0LD_1RA0LB_1RD0RE_0LA---; 0∞10101010101(010101)A>0∞; 97; 52
1RB0RC_1LC0LD_1RA0LB_1RD0RE_1RB---; 0∞10101010101010101(010101010101)A>0∞; 257; 166
1RB0RC_1LC0LD_1RA0LB_1RD1RE_1LC---; 0∞10101010101(010101)A>0∞; 85; 46
1RB0RC_1LC0LD_1RA0LB_1LD0RE_---0RA; 0∞101010101(0101)A>0∞; 81; 42
1RB0RC_1LC0LD_1RA0LB_1LE---_1RB0RE; 0∞101010101(0101)A>0∞; 81; 42
1RB0RC_1LC0LD_1RE0RB_1LB---_1RA0RE; 0∞10010101(0101)A>0∞; 58; 30
1RB0RC_1LC0LD_1RE0RB_1LE---_1LB0RA; 0∞10010010010(010010)A>0∞; 90; 48
1RB0RC_1LC0LD_1RE0RD_1LB1RD_---1RA; 0∞11011011011(011011)A>0∞; 87; 47
1RB0RC_1LC0LD_1RE1LA_1RB1LB_---0RA; 0∞<A11101101(101101)0∞; 75; 48
1RB0RC_1LC0LD_1RE1LD_1RB1LB_---0RA; 0∞10010010010(010010)A>0∞; 96; 54
1RB0RC_1LC0LD_1LA0LB_1RA1RE_0RD---; 0∞<A11010101010101010(101010)0∞; 140; 59
1RB0RC_1LC0LE_1RD0LB_1RA0LA_---0LA; 0∞011011(011011)A>0∞; 40; 30
1RB0RC_1LC1RA_---0LD_1RA0LE_0LA1LE; 0∞<A011111(111)001101(101)0∞; 105; 58
1RB0RC_1LC1RA_0RE0LD_1LB1LD_---1RB; 0∞0110011(0011)11A>0∞; 62; 32
1RB0RC_1LC1RA_0LE1RD_---0RB_0LA1LE; 0∞<A0101111101(111101)0∞; 86; 51
1RB0RC_1LC1RA_1LA0LD_1LB1LE_---1LC; 0∞<A11101101101(101101)0∞; 74; 46
1RB0RC_1LC1RA_1LA1LD_0LB0LE_---0RD; 0∞<A11011011011(011011)0∞; 84; 52
1RB0RC_1LC1RA_1LA1LD_0LB0LE_---1LC; 0∞<A11011011011(011011)0∞; 72; 44
1RB0RC_1LC1RA_1LA1LD_0LB1LE_---0LC; 0∞<A1101011011(011011)10∞; 72; 44
1RB0RC_1LC1RB_1RD0LB_1RA0RE_1RA---; 0∞1010101010101(01010101)1A>0∞; 134; 82
1RB0RC_1LC1RD_1LD1LD_0RE0LC_---1RA; 0∞01(1101)01A>0∞; 26; 19
1RB0RC_1LC1RE_0RA0LD_1LE---_1LA0LA; 0∞<A01011011011011011(011011)0∞; 352; 132
1RB0RC_1LC1RE_1RA1LD_0RB0LA_---1RD; 0∞01010101(01010101)A>0∞; 90; 63
1RB0RC_1LC1RE_1RB1LD_0LB0RA_1RD---; 0∞<B01101011(01011)0∞; 56; 35
1RB0RC_1LC1RE_1RD0LB_1RA0RD_1LC---; 0∞1010101010101(01010101)1A>0∞; 134; 82
1RB0RC_1LC1RE_1RE0LD_0LC0LA_0RA---; 0∞<A0010001010001(010001)0∞; 105; 53
1RB0RC_1LC1LA_1RD0LB_0RB0RE_1RA---; 0∞1010101010101010101010101(01010101010101010101)101A>0∞; 714; 482
1RB0RC_1LC1LA_1RD0LB_1RB1RE_0RC---; 0∞<A101001001001001(001001)0∞; 161; 72
1RB0RC_1LC1LA_1RD0LB_1LB0RE_1RA---; 0∞<B010101(0101)0∞; 43; 26
1RB0RC_1LC1LA_1RE0LD_1LB---_0RD0RA; 0∞<B1011011011011011011011(011011)0∞; 175; 57
1RB0RC_1LC1LB_1RE0LD_0RA0LA_---1RD; 0∞<A0010111010111(010111)0∞; 153; 75
1RB0RC_1LC1LD_0RD0LD_1LB1RE_---0RA; 0∞01010001010(001010)A>0∞; 102; 58
1RB0RC_1LC1LD_1RA0RB_1LE---_0LB0LE; 0∞101010101010101(01010101)A>0∞; 108; 58
1RB0RC_1LC1LD_1RA0LB_0LE0LA_---1LB; 0∞101010010101(0010101)A>0∞; 105; 63
1RB0RC_1LC1LD_1RA0LB_1LE---_0LA0RE; 0∞101010101(0101)A>0∞; 85; 44
1RB0RC_1LC1LD_1RA0LB_1LE0LA_---0LB; 0∞10101010(10)0101(00101)A>0∞; 117; 75
1RB0RC_1LC1LD_1RA0LD_0LB0RE_---0RA; 0∞<B01010(10)010011(1)0∞; 67; 27
1RB0RC_1LC1LD_1RD0RB_1LE0RA_0LB---; 0∞100010010010(010010)A>0∞; 103; 53
1RB0RC_1LC1LD_1RE0RB_0LB1RC_---0RA; 0∞10110010110(010110)A>0∞; 99; 53
1RB0RC_1LC1LD_1RE0LD_1LB0LA_---0RA; 0∞<B1011011(011)1101011(011)0∞; 123; 62
1RB0RC_1LC1LD_1LE0LD_0LB0RA_1RD---; 0∞101010(10)01010010(10010)A>0∞; 123; 67
1RB0RC_1LC1LE_0RD0LB_1RA0RD_1LD---; 0∞001001(001001)A>0∞; 40; 32
1RB0RC_1LC1LE_0RD0LB_1RA0LE_1LD---; 0∞1001001001001001(001001001)A>0∞; 132; 76
1RB0RC_1LC1LE_0RD0LB_1RA1LD_0LA---; 0∞<A01010101010101010101010101010101010(1010101010101010101010)011010∞; 1339; 732
1RB0RC_1LC1LE_0RD0LB_1RA1LD_1RD---; 0∞10101010(1010)01001(001)A>0∞; 132; 78
1RB0RC_1LC1LE_0RD0LB_1RA1LD_1LD---; 0∞10101010(1010)01001(001)A>0∞; 120; 70
1RB0RC_1LC1LE_1RA0LD_0RB0LB_---1RA; 0∞101101101(101101101)A>0∞; 116; 86
1RB0RC_1LC1LE_1RD0RA_0LB1RB_0LD---; 0∞<B0010010010(010010)0∞; 69; 40
1RB0RC_1LC1LE_1RD0LB_1RA0RD_---1LB; 0∞10101010101010101(010101010101)1A>0∞; 186; 116
